node,degree
865,5
13288,12
23056,18
867,2
869,10
1813,5
2947,4
3594,17
3676,4
11125,15
14395,8
16930,10
19000,20
870,6
10224,6
10676,30
15320,15
17469,16
17502,18
871,35
1115,10
1580,2
2340,2
2461,12
3188,24
5471,5
6715,4
6753,4
7004,4
8109,4
8245,9
8279,9
9281,7
9855,14
10209,27
10887,4
13995,12
16365,16
17500,3
18860,11
1165,27
3516,5
9034,8
9420,12
9471,34
13162,17
18430,4
22132,9
874,4
1793,27
7495,7
11568,16
12282,4
11441,14
17109,4
17685,3
21392,5
876,1
877,11
1423,11
5481,17
9789,24
11538,46
878,2
4719,2
9832,6
1599,7
10322,1
11169,2
14969,1
17591,3
19040,2
20046,2
23063,2
880,1
13751,11
881,4
6893,20
10401,4
10702,4
20177,7
882,1
6059,25
883,4
12753,4
14665,5
884,28
2650,14
3416,4
3544,7
3698,6
4539,23
5179,7
6881,92
7086,4
7576,14
8625,15
9124,11
9612,11
9854,5
10105,5
11769,6
11872,43
12275,7
14732,30
14733,22
15684,55
17712,18
17743,10
18766,6
19196,6
885,8
13601,26
14107,24
886,1
15598,1
3297,7
5390,9
13653,7
15326,9
15403,32
17853,9
20386,6
21266,14
888,6
3099,4
3120,5
7275,5
14954,3
15079,2
889,5
1254,5
7259,5
12490,5
891,5
5278,6
6554,50
9025,2
15370,2
18462,5
892,12
3484,41
3485,37
9719,10
11903,31
14569,17
17933,10
19447,12
21416,11
22897,39
16363,7
16456,3
894,7
1121,6
18767,8
20255,7
895,2
896,4
14966,15
15577,14
1343,7
5180,7
19125,14
21264,13
22768,7
898,2
15081,2
2183,6
2220,2
4274,4
6685,15
11527,13
13781,7
900,3
2961,2
5745,4
901,1
20899,2
902,7
1659,5
4509,4
5202,4
18974,4
903,9
5304,19
8091,12
10763,15
14036,7
17680,10
17994,17
18833,8
20426,8
904,1
905,4
7743,15
8832,4
18859,4
20240,29
8621,15
17645,6
17649,10
20555,11
907,1
20167,16
908,9
1568,5
1974,3
4628,1
4834,3
6399,3
8680,3
909,7
5568,16
10008,7
11701,7
12263,10
20646,7
910,2
7837,2
15391,2
911,4
6092,1
7934,9
16738,6
21739,4
912,15
6115,1
7092,20
8135,3
9174,5
10543,6
13603,2
15892,2
16866,5
16943,5
18078,2
18161,4
19044,7
913,3
10909,2
12430,1
19513,2
914,4
13525,34
916,8
2001,25
2070,8
10450,30
12504,8
917,4
5324,3
10036,22
10687,1
14412,5
918,3
6291,4
20319,5
919,1
11868,2
920,4
11977,4
921,27
1458,27
2526,27
3445,44
3790,29
7382,45
7752,48
7861,29
8687,39
9050,39
11297,59
11457,18
14211,29
15375,34
16062,34
16755,51
17008,27
17169,44
18159,30
19191,39
19367,27
19500,29
922,5
5400,5
16153,5
923,5
11086,8
12285,5
924,1
6283,1
925,6
14620,16
18237,12
18263,26
19800,30
19852,8
20439,5
926,11
3719,17
4696,25
10853,11
11528,11
11714,24
12530,7
13289,7
19331,10
21831,124
22740,7
927,1
9285,17
928,2
1557,14
2234,2
929,3
3546,12
20323,4
21206,4
930,2
18668,30
19126,7
1581,27
2573,29
5021,7
7025,7
9075,21
11757,23
12123,23
16389,17
19637,12
20648,7
20910,12
21895,29
22848,7
932,3
5954,8
9501,3
22808,3
933,12
1496,7
2172,7
6839,7
8557,6
9587,7
10729,16
15075,7
17559,6
934,7
11853,18
19295,12
21474,4
935,3
2373,6
17540,22
20861,9
936,3
11572,13
11873,5
19325,5
2003,4
2774,4
2911,19
2917,13
3844,3
5600,14
7242,7
16371,1
17564,2
21253,38
22965,6
939,8
7483,17
10740,33
13421,8
13785,40
16908,40
17960,27
18986,10
940,1
2304,4
941,2
15504,4
942,2
16970,2
20821,11
1977,19
2586,12
3664,30
7149,5
8708,7
9145,8
17732,4
944,6
5164,64
8212,6
12434,27
945,3
9745,27
12418,3
946,1
947,11
9008,11
13592,11
15697,11
21878,11
948,2
5208,12
12551,4
949,3
9696,3
22034,7
950,4
5838,2
5839,2
951,4
952,4
11196,4
15474,4
16330,4
15469,65
17164,17
954,6
2735,6
9608,10
9809,6
21890,8
955,8
2696,8
4246,18
7878,8
12896,8
13882,8
17327,8
958,1
11833,3
960,6
1497,35
6512,12
11242,12
11943,6
15856,10
961,4
5881,4
18414,10
19960,7
962,1
963,2
6793,3
964,11
6546,5
8785,4
12932,4
16031,4
965,6
1230,6
7663,16
11784,6
15905,12
16678,6
966,13
4204,20
4516,42
5138,27
7296,23
8407,16
11093,16
14862,13
15186,24
967,5
15786,11
18369,27
19624,19
22164,5
968,8
1223,6
2160,28
969,18
975,8
1448,8
2517,14
9135,9
11104,10
11809,19
12823,8
13648,8
16343,10
16495,5
17297,10
20020,7
970,9
4346,17
8648,12
10240,17
13590,5
18388,11
21610,5
22463,6
971,10
4531,14
6571,7
13007,7
15026,10
17186,6
18952,12
19443,14
972,8
1149,2
2509,6
10723,3
20505,3
994,3
1821,3
2656,3
2788,14
2972,12
4176,10
5433,4
5434,15
19532,19
22025,8
22787,3
23076,21
974,4
5924,29
6681,4
10653,10
17574,7
976,2
977,3
18185,23
18207,11
20482,2
978,3
6341,20
17033,3
18401,8
979,7
6669,7
11098,14
11574,7
15455,7
16342,11
17162,7
19270,7
981,2
14677,2
16966,14
982,3
1050,13
20816,14
983,3
5382,2
984,1
17260,3
985,3
1229,3
7195,3
17760,30
986,5
1123,3
1128,5
3287,7
3289,11
16695,10
988,4
1750,3
13864,3
19515,3
22568,5
989,3
7988,13
11842,2
14799,2
990,4
2779,5
14939,8
991,2
20088,2
992,7
3869,6
9306,14
12155,5
12438,5
13917,5
22694,8
22695,6
993,9
1232,4
1723,9
1971,4
3106,9
11668,1
13651,3
15170,5
16729,9
995,5
1684,5
13021,3
14375,6
21238,3
996,4
997,6
4477,6
10979,11
21336,11
17535,5
998,10
8914,12
13042,12
14260,9
15587,17
20815,6
20986,9
21616,12
22008,44
999,16
3229,8
3406,8
3929,13
4313,2
8602,2
8866,8
12917,13
15083,8
15480,13
16985,1
17065,8
22262,13
22616,8
22699,8
1000,2
10558,2
19209,33
1001,13
3319,18
3611,22
4466,13
4901,22
6507,15
9574,19
10472,16
19890,13
1002,2
15185,2
16565,3
1003,9
4323,7
6690,3
12623,4
12683,5
13665,5
16420,11
19346,11
1006,4
4954,5
5675,4
16736,6
18068,20
1007,2
6334,12
22377,4
1008,5
3324,45
22584,9
22988,30
1009,13
3330,30
3442,9
3515,19
9397,8
9720,8
9884,27
16924,9
22293,20
1011,2
1768,2
1012,3
2962,22
14938,22
19634,19
1013,8
3651,3
5251,5
9882,65
10193,11
12314,3
21526,5
1014,3
11192,18
20580,4
1015,2
14003,13
1016,5
10920,22
20679,14
1017,6
15278,16
19514,38
1018,4
3847,16
4374,11
7434,10
16207,28
1019,7
4671,3
10494,2
12494,45
14079,7
15939,4
1020,3
4384,3
13757,11
10560,12
12641,7
17717,7
18459,9
19172,6
21413,9
1022,5
13711,4
15054,1
16286,2
19183,1
19774,1
1024,5
3729,5
10632,14
14164,10
15494,29
1025,4
15162,4
20131,4
21737,19
1026,3
4422,6
9070,6
9593,3
1027,3
14186,8
1028,4
19285,10
22548,3
1030,1
13223,16
1031,12
3326,6
4117,3
14565,2
18021,3
18917,3
19577,1
21754,1
1032,11
3192,9
5413,2
5744,18
8197,17
10510,14
18303,11
19633,27
21014,2
22697,9
1033,2
16132,3
18395,10
19507,3
1035,10
1586,10
2620,10
5350,10
5462,10
9120,31
11877,8
14405,13
17197,19
21501,14
22895,10
1036,3
3456,3
13545,3
13720,6
1037,2
15443,6
1038,1
5768,5
5457,24
9214,27
18492,10
1040,4
9014,25
1041,4
1854,5
14927,4
1042,3
14509,10
1043,7
7681,7
15829,26
15830,18
1044,5
1332,7
4645,5
10905,17
12151,5
14841,5
1045,3
5970,4
1046,8
9874,13
11547,25
19221,24
20620,8
20621,8
1047,3
5371,3
15239,3
17536,4
1048,4
1138,8
21114,32
1049,9
10061,14
12177,8
16016,14
18243,8
19382,8
1816,5
3208,9
5183,11
6924,9
7299,9
9103,8
13547,5
17931,4
21198,6
1051,1
2723,15
3556,39
11644,19
2300,42
3199,23
3596,16
4149,11
5341,24
5503,24
7624,38
8176,38
8294,22
11005,16
11311,11
14928,16
14929,16
17890,15
20401,16
20996,21
22143,28
1055,1
4103,4
1056,5
1515,10
2422,14
15753,5
20857,5
1057,1
16193,1
1058,1
8682,1
1059,6
1732,13
7598,18
9320,9
16478,16
16732,13
17925,16
1060,1
17428,1
1061,2
1665,2
9886,2
1207,4
2078,17
7887,5
8390,5
10651,6
10667,6
10774,19
11181,19
12423,4
12581,15
12794,8
13594,13
14378,15
15415,11
15854,12
17715,18
18961,10
19195,2
19924,14
20598,17
22453,23
22982,27
1063,6
6560,8
8973,15
15208,5
15522,9
16404,10
19901,2
1064,3
1593,4
18210,13
1065,8
5630,6
8846,3
17097,6
20760,5
21342,6
21488,8
1066,17
1764,6
4112,3
4259,8
6119,3
7872,21
8811,6
8826,8
13870,17
15264,5
21305,3
22765,13
1067,3
1624,7
4751,3
1068,1
18683,21
1069,2
16904,5
1070,9
1766,5
5664,4
5763,5
8552,5
10939,10
12604,5
14213,16
17188,5
21046,4
1071,5
16385,5
19241,31
1072,2
1073,16
3261,10
4681,7
6093,25
6667,15
10821,22
11376,8
11859,27
12460,17
16337,5
3836,20
5518,3
9394,2
10530,12
12129,4
12646,16
12679,21
12809,15
16125,5
16883,13
17843,6
23110,3
1077,3
2129,2
18341,2
4769,18
15752,24
19246,29
20369,28
22551,7
1079,36
1514,3
2988,5
3438,12
5652,26
5656,49
9388,22
11621,33
12450,13
13187,32
13797,6
14220,35
14273,29
15257,26
15446,2
17021,9
18558,13
18567,19
19047,23
19197,18
21352,5
21571,4
1080,7
2863,12
3359,2
4690,2
12461,5
2804,27
4669,29
5128,4
11209,11
11726,6
12008,27
12564,11
12648,20
12970,19
13275,6
14455,7
15230,11
15347,16
15682,17
20363,11
20988,8
1082,6
2585,12
2817,4
4300,18
15256,6
21424,3
1084,2
1879,9
5707,2
21221,1
21386,2
1086,6
3086,4
3295,2
12505,3
14599,11
16926,3
1087,32
6041,10
6947,11
10128,25
10129,22
13510,24
14752,10
15244,27
18847,10
19734,23
1088,8
12725,8
1090,3
1510,22
22193,31
1091,4
5352,8
5816,2
10261,15
11261,10
1092,1
3334,28
1093,15
2256,3
2787,42
4968,7
5338,1
5617,1
5683,7
7096,2
11912,5
14834,16
17799,17
21849,3
1094,4
1095,11
1881,3
2667,23
2932,4
4205,11
5227,2
6253,23
15516,1
17967,10
18457,2
1096,9
1904,4
4373,9
11649,5
15998,5
16771,4
1097,3
10664,3
15662,3
1099,2
12011,4
13956,2
3944,9
13921,3
15447,9
20400,9
21104,9
21127,9
1101,3
1102,3
4010,3
8547,3
19469,3
1103,6
3958,3
7460,12
9450,3
9751,13
9959,11
13251,23
3814,2
3828,5
3945,20
7064,18
8894,4
11008,2
12615,18
13717,19
13826,13
14426,19
14990,12
1106,3
7678,6
18186,3
3482,6
4538,13
6362,20
7429,24
10936,25
11761,37
13835,8
19600,6
21835,20
22281,22
1108,8
2483,35
7401,13
15023,17
18258,30
21732,7
1109,1
1110,3
5995,9
20504,2
21802,1
1112,6
12653,25
18451,24
18616,39
21406,16
1113,5
2499,4
3570,8
6549,4
19609,6
1114,41
2343,38
2820,7
3228,9
3636,17
3695,10
3879,4
4504,4
5446,4
6489,18
8114,9
8198,4
9467,3
11021,7
12284,4
12433,7
12507,48
12556,35
12951,16
13212,14
13791,13
15535,11
17015,10
17137,5
18563,17
18615,6
20024,13
20683,10
20850,16
20851,5
20885,8
21383,19
2651,7
4588,4
4966,18
6834,13
12315,19
1116,4
8596,22
12732,11
14905,9
18862,4
1117,2
4147,13
1118,5
3271,7
4135,8
6476,5
12349,11
15978,10
1119,2
1310,2
1120,10
1275,7
6922,9
12996,9
13391,15
14047,9
16693,9
17493,10
20370,9
1122,2
7592,1
19085,5
3825,14
4421,3
5408,3
6266,3
7061,7
10791,1
18418,21
19290,8
1729,6
1731,8
9408,2
18870,4
18871,6
1127,3
1725,21
13965,18
18544,21
1129,4
2896,3
9378,3
9575,4
13308,12
1130,6
8071,84
1131,1
4082,9
1177,22
4677,7
8799,11
9448,19
9631,11
10329,13
10857,12
10910,13
12372,13
12742,11
13257,12
14715,8
17623,5
17683,8
17763,8
18320,7
18856,11
20638,3
1133,1
1134,2
7763,2
8376,14
1135,2
22469,7
10968,30
22819,14
1137,11
2813,4
6106,4
6223,4
15511,4
16424,4
17401,7
20800,16
22885,4
5302,4
22540,5
22712,2
1139,2
3931,2
15005,2
1140,3
13710,6
13738,6
1141,11
1457,4
5636,3
7748,53
10883,5
11700,3
12264,7
18316,19
21141,6
22825,8
1142,2
4897,27
1143,4
1611,5
3160,2
8501,3
1760,6
4023,3
4083,1
4133,4
4415,2
5272,4
5397,4
6068,15
7097,7
10906,5
11155,14
12250,3
12669,3
14240,18
15295,50
15977,5
16683,9
18308,5
19875,3
20061,5
20984,12
22617,3
1145,3
6454,3
18729,3
1146,4
2792,21
8999,5
15429,5
17828,14
1147,7
4881,7
14940,20
15453,1
19784,12
20845,10
1148,10
6187,15
7125,10
9678,12
11735,10
13107,10
19679,10
22317,10
1150,1
9776,2
3144,3
3221,3
7682,10
8908,16
12716,10
13052,10
14043,3
14169,16
14515,9
14909,14
20706,5
21101,7
21156,4
1153,3
11175,8
1154,2
9932,2
22517,3
1155,18
2664,2
4564,11
4973,4
9505,5
12473,5
16308,13
17519,3
19150,2
21673,2
1156,2
1157,3
12406,5
1158,12
1961,2
1963,1
2654,5
6132,3
8774,3
9324,2
10827,4
15994,3
20000,6
7601,1
1160,1
12448,2
3077,4
7360,5
15917,5
4245,12
12691,12
13954,10
20206,13
1482,8
1561,10
2021,4
3417,12
6300,38
6580,9
8942,72
12210,60
13893,4
14247,2
14951,4
20625,4
21004,6
21441,8
11405,12
14402,6
17332,13
2846,34
4049,8
4401,24
7650,15
7684,10
8049,45
9818,7
10870,8
10945,26
13564,22
18768,5
19797,12
20978,18
22197,31
1166,3
1167,4
15592,4
17734,4
1168,1
7820,1
1170,1
1455,14
1171,21
2834,4
4242,12
4816,10
5293,8
8012,23
8159,4
9293,4
9994,5
15178,14
15759,14
15849,5
17583,4
18365,17
19337,25
20316,4
11676,9
18596,14
1174,16
5738,8
11524,6
12301,28
13139,6
14976,18
16887,22
17200,6
17856,21
20737,10
21148,10
1175,1
23114,7
1176,3
15920,3
16091,13
2689,6
5181,63
7446,3
8235,6
12410,19
19920,6
1178,2
6683,2
17689,2
1179,2
4227,6
17202,10
1180,1
15268,1
1181,2
7613,2
1182,3
12715,6
13916,7
1183,13
4468,5
5713,2
10736,4
14314,3
20217,4
21272,1
1184,1
10956,20
1186,1
5831,33
11657,3
13679,4
14147,7
14688,8
15063,8
16418,3
16603,14
19012,13
4856,6
5631,6
12402,6
19475,4
23130,6
1189,2
5800,4
1190,11
2074,11
19121,11
1192,2
13044,4
1193,1
10785,7
1194,3
2839,3
1195,5
1486,15
2814,6
18758,23
1196,1
1197,8
3643,8
12484,9
18898,12
19177,8
19235,14
21943,8
1199,7
2485,7
5573,15
8603,7
8913,7
1200,6
2336,1
7045,2
7180,1
11544,32
13468,1
1201,13
2673,16
4077,4
5587,2
7630,1
8881,1
11214,4
11803,6
12587,4
16466,2
19602,2
21437,3
1202,1
3682,1
1203,2
3125,14
3577,3
10081,34
23050,18
1205,17
2152,10
4685,10
5152,10
6145,7
9364,10
10215,10
10343,23
15187,5
15332,23
16784,3
17986,10
18617,15
18876,12
19306,10
20298,10
1206,3
1208,4
6086,15
1209,6
1860,6
10807,2
13807,2
14454,2
21028,2
23102,2
1210,5
5701,12
9228,5
9997,18
18999,7
23097,2
1211,30
1306,13
1349,1
1442,13
1798,2
1853,4
2353,2
2950,26
4277,7
5698,1
7991,3
8330,14
8764,11
9004,3
10592,1
11313,2
13795,8
14344,23
17080,10
19454,14
19685,3
19838,7
21550,6
21792,3
21906,4
22067,4
1212,2
16338,3
1213,4
21551,4
1214,7
2411,7
8444,4
10114,6
16145,4
18284,30
1215,3
7699,3
7700,4
21864,3
1216,13
1730,3
4137,8
8900,1
11013,2
12243,51
13094,8
20860,4
1217,3
9309,8
17891,53
1955,4
4130,4
8033,4
19870,4
22154,3
1219,4
5333,4
11470,4
15252,17
1220,10
2507,17
2603,6
4813,10
5554,6
11704,3
12013,3
12591,4
13201,4
21025,3
21489,5
3064,13
5769,21
5979,19
6251,5
9109,12
9930,19
11653,37
13709,11
13746,4
17091,2
17754,8
18810,2
1224,2
16201,1
1225,17
2421,4
2883,17
9114,22
20410,5
20732,4
22908,25
1866,10
3685,14
7852,19
13482,3
1227,4
18103,3
22500,5
1228,2
8255,2
17040,2
1231,20
2954,15
5248,9
6967,9
6978,9
9943,40
10755,4
11793,9
15303,9
15507,9
15545,9
16938,9
17490,9
17894,9
20104,16
20455,9
21049,9
21222,9
11731,7
1695,4
4231,2
5635,28
6339,1
6504,7
11241,7
14162,2
15172,5
17447,2
19712,21
21218,4
21306,4
22345,3
1234,18
1523,7
3635,9
3821,10
4058,5
12729,41
13568,24
15405,21
16850,9
17820,16
18606,20
19379,15
1235,5
4193,5
6284,6
7911,8
11478,6
16266,15
3714,5
4065,42
7247,12
9040,10
11792,5
11862,25
12831,5
1237,18
1669,10
1763,8
2649,14
3705,2
5998,7
21935,12
22099,13
22843,22
3738,7
4301,2
12937,7
13280,7
13379,16
15847,7
18270,4
20042,10
20313,31
22196,15
1239,5
2207,4
4179,12
18427,4
1240,3
2831,7
3618,3
11007,5
1241,8
3683,8
11286,8
11414,8
15552,8
16658,8
17852,14
21130,8
21821,102
1242,2
14820,14
1243,2
6634,2
14219,5
1244,2
3244,3
17955,2
1245,5
4306,5
9770,5
10884,5
1246,1
1247,1
5537,3
1248,2
17076,11
17337,4
1249,10
8588,9
9553,21
9558,24
13690,9
14883,20
14900,19
21050,3
1250,4
10733,4
15623,3
17335,9
19705,6
1251,4
10172,14
13836,11
21959,8
1252,5
11417,6
15495,2
15608,2
19019,5
1255,1
21403,1
1256,2
12189,9
1257,21
3354,18
4796,21
5621,8
6131,16
6314,6
6410,6
7289,13
13127,7
14288,7
14328,6
14550,21
15566,10
16785,10
17755,10
21082,14
22386,25
22514,35
1258,3
7880,2
13410,10
21853,4
1259,3
1418,1
18574,2
21027,4
11800,2
1261,3
6563,4
8386,10
1262,2
4613,4
4688,16
1263,5
8127,5
9131,15
10613,31
5564,8
6244,8
11975,10
12810,8
15683,8
19554,8
20758,31
21315,8
22813,3
1265,1
17287,17
1266,2
2681,2
10347,9
1267,3
7542,31
19329,12
22805,4
1268,2
10685,3
23072,2
1269,2
5256,2
18061,9
20481,3
22896,5
1271,7
15102,7
15425,7
16025,7
16528,7
16702,7
1272,1
5113,1
1273,1
3286,4
6457,7
10777,6
14072,5
14571,10
17355,5
1554,4
5273,2
10584,3
13380,3
15401,7
21281,2
1277,3
6256,13
21373,3
1278,3
10213,10
1501,23
2657,5
2789,5
8845,4
19844,12
1280,2
1281,2
4285,1
19553,1
1282,2
10001,30
21905,15
1283,2
15416,4
20833,6
1284,2
11593,6
12407,12
6484,2
8885,1
1286,3
5223,18
17415,5
22054,3
1287,3
5170,4
17904,5
19250,3
1288,2
10581,4
15935,2
1289,9
4824,10
7519,7
10367,2
15085,10
16168,10
20103,7
1290,1
20797,4
1336,18
4254,34
7858,10
7898,10
10813,4
11541,26
11887,19
15105,2
16326,9
18034,7
19178,4
19574,13
20596,40
21068,4
22267,10
22415,59
23039,10
1292,8
8568,8
14026,8
16655,8
18939,8
19524,8
1293,2
10897,11
20593,11
12386,3
1296,5
9133,5
11006,4
12863,2
21546,4
1297,1
11274,11
2472,8
4194,6
7272,4
13500,4
16534,4
16829,8
22152,4
1299,6
1382,4
1678,6
11755,4
12173,7
12827,3
20566,4
1300,3
4033,3
5542,6
1301,3
1302,5
13405,2
16356,10
16740,1
1303,1
10111,6
13729,12
1305,1
11652,5
5875,6
6433,4
11168,10
12400,9
13260,3
14025,13
16119,12
21240,8
1307,2
15886,9
1308,6
1751,1
8034,1
10789,2
12347,4
21089,4
21724,12
1311,4
2855,9
19654,18
22710,11
1313,3
2794,2
6819,19
11464,11
1314,4
10788,4
14872,4
20743,5
1315,9
5555,2
5810,7
11317,7
13190,7
16013,12
1316,18
1556,8
1935,14
5933,6
6522,9
7908,6
10794,7
11664,16
12662,3
13419,4
14417,12
15058,9
17655,11
18463,1
19983,10
21882,2
22979,34
2318,6
7512,6
18411,10
18421,52
1318,3
7843,19
18242,4
20832,5
1320,2
20220,7
2105,2
6495,4
7203,19
19773,4
1322,2
1323,5
1324,5
5234,9
7698,5
9157,9
1325,4
1537,4
5644,21
8222,9
1326,4
2597,14
3580,11
7033,3
1644,6
3937,13
4343,17
5156,5
7767,8
11072,3
11159,5
11754,3
12081,2
14815,7
15007,3
15434,10
17003,6
17036,10
17350,6
17765,2
18177,8
18203,7
22220,24
1328,5
1470,15
4747,4
22930,4
1329,1
20841,8
1331,4
3800,17
6515,3
18734,2
19969,5
8752,2
15962,2
18317,5
1334,3
8562,3
11372,3
15010,4
1335,3
1780,2
15314,12
1600,8
2115,34
2265,14
2383,25
2443,6
3599,28
13221,11
15395,7
19988,27
2322,23
2698,7
2731,13
3131,32
4547,13
4725,10
5540,13
5804,4
6445,2
6633,11
6860,2
6937,9
7948,3
8240,4
8425,6
9689,28
10716,14
13524,30
15851,9
16108,33
16351,9
16833,4
18003,9
18051,9
18100,4
18184,14
19494,9
19729,4
20329,12
20924,2
21010,13
21576,2
21837,2
22336,8
1339,4
1641,11
6740,9
1341,3
5893,29
11708,24
1342,8
1975,7
7617,7
7638,7
7804,7
18035,7
21719,7
8378,26
1344,3
10055,3
22031,3
1345,1
7481,5
1346,5
1435,5
2314,31
6676,5
10455,8
14124,5
1348,4
2636,3
2981,4
3666,2
17246,3
1350,8
1740,13
8575,34
13868,4
18048,3
19809,9
21250,4
10259,15
13252,29
15011,13
1352,4
2714,18
5460,24
19020,9
21971,12
1355,2
1483,5
1356,2
1934,2
5747,5
1358,4
1536,9
4009,18
5710,18
12696,3
15348,8
16461,4
17867,5
1361,11
2955,9
3572,4
7848,8
11723,26
17508,6
17915,10
18109,6
1362,2
6346,5
1363,1
7070,1
1364,15
3234,16
5648,6
7831,11
8113,8
8580,6
9598,11
11035,11
13832,5
15664,20
21254,1
22226,2
23040,3
1365,16
1709,7
5927,7
7104,12
7919,8
8772,8
11108,8
11504,19
13043,9
14828,8
19700,8
1366,4
20953,9
1367,3
1368,12
5108,20
7798,7
12626,3
2595,6
19725,12
20882,1
2406,1
11366,3
11602,3
13627,10
14178,2
15436,6
16643,14
18420,13
20532,9
20670,2
21395,3
1371,2
11266,4
21668,2
1372,4
8000,2
9812,2
11987,7
22786,4
1373,7
2138,15
10483,15
16662,10
17753,14
22552,25
1374,21
1968,15
2324,8
5655,5
6103,11
6656,16
7571,5
7713,6
7870,7
8615,7
9092,39
9497,7
16548,11
18673,20
22464,14
1375,2
12555,11
1376,4
3015,4
8046,14
12906,4
1377,2
1378,7
3524,2
9677,2
1379,4
2771,6
7115,29
15850,17
19251,3
1380,3
3317,20
3838,13
4581,13
6337,21
8663,4
9562,10
10022,11
10424,7
12552,10
14761,7
14930,25
16813,15
18150,17
18348,8
21894,6
22185,11
1383,7
2249,7
6841,7
7119,9
16521,32
21843,7
21977,7
1384,18
2370,20
5079,18
8346,18
10384,18
10911,18
10996,18
11322,18
12577,18
13663,18
15727,18
15805,18
16568,18
17365,18
17385,18
21559,18
22155,18
22284,18
22556,18
1385,4
6513,4
14371,32
18796,6
1386,8
4789,15
8814,21
9773,15
14583,13
17560,12
20997,8
21328,15
1387,7
2205,7
3915,7
20353,22
1388,3
9771,2
21537,3
1389,19
2527,6
2783,5
2922,14
3049,35
6332,22
18497,12
20311,3
1391,8
5357,8
6326,8
9925,8
18239,27
1393,3
7917,6
13874,7
1394,4
17417,4
1395,2
5571,2
1397,5
11514,2
18970,1
2148,3
4007,1
5916,18
6161,3
7330,12
11789,15
12228,2
15459,8
17139,12
18053,7
18218,18
18626,1
18687,7
18755,15
20294,10
1399,5
4037,9
4394,12
10200,5
13307,5
1400,1
1403,3
7161,3
8871,7
18484,6
4731,9
9123,13
9588,10
10167,2
19347,2
21632,21
1405,2
6545,2
16506,2
1406,5
2660,6
4519,5
6673,10
9129,5
10067,5
1407,2
6494,34
1408,1
8949,14
1409,11
7516,7
7902,7
9442,7
10671,7
12298,10
12832,5
14655,5
16789,5
1410,3
7634,14
10048,6
15215,7
1411,5
2942,5
12878,12
13298,17
13639,5
1412,2
2279,7
7513,6
1413,1
1414,1
1415,8
2006,7
8174,13
8670,7
17970,30
1875,7
3708,14
5395,2
5548,17
8903,6
9468,4
11702,25
16208,17
1419,1
14149,4
1420,4
5834,25
2212,7
3400,17
3734,7
4754,9
5463,32
5983,6
7737,3
8087,9
8202,3
8840,16
15933,6
18786,7
20189,21
1503,6
2712,32
4066,24
5835,14
8322,1
9143,5
9899,3
11106,12
11521,5
13064,7
13394,3
15089,6
15376,5
18257,26
18941,9
19025,8
21037,7
1426,1
4964,10
1429,7
13417,5
16573,2
17707,3
18996,7
1431,8
1836,4
9102,2
10739,4
11678,4
13902,4
14591,3
15390,2
19558,2
1432,5
16483,5
23015,11
1466,2
2897,9
4303,2
5267,9
5720,21
8069,7
12440,17
12492,7
1434,14
5229,25
5997,36
6798,22
6994,7
7538,25
13649,14
13899,51
18926,18
19650,21
21118,24
1436,1
13444,36
1437,2
14643,2
1438,5
1912,37
2486,5
5557,5
20582,8
1439,1
1441,9
6383,7
11806,7
11958,22
15129,1
16906,10
21258,12
3686,24
4288,5
4388,3
4673,7
12859,3
15211,5
22628,23
23070,4
1444,2
12072,8
1445,5
5182,14
8162,5
10562,9
15633,5
1446,5
7267,26
1447,2
9733,2
1449,6
6413,6
7392,11
7721,6
13313,6
15842,6
1451,8
2811,9
3833,4
5530,4
8523,5
12218,9
21224,6
1452,2
23089,3
1453,4
2209,19
4233,11
16890,19
1454,4
1657,13
5639,4
11986,17
16932,4
1820,5
5512,15
10014,5
11281,6
11918,24
13587,7
19173,3
22543,8
15214,3
17756,3
21209,3
1459,4
4507,4
5385,10
9336,9
1461,26
1463,3
1962,5
3367,5
3529,5
4061,7
4695,25
6198,7
7204,5
8807,6
10287,3
10341,3
10557,12
10899,6
11217,5
11777,6
11870,7
14202,12
15199,14
15203,2
15263,12
16669,12
17210,7
19874,7
19955,7
21553,7
21636,6
1462,3
11559,3
18409,3
1464,17
1862,7
4224,22
5373,15
7348,7
8105,8
10983,6
13032,7
16837,7
18969,7
1465,3
3563,3
1467,11
3306,11
6067,11
6791,11
10305,26
11038,15
11536,17
11972,11
13854,11
18431,21
22928,37
1468,9
3366,17
4694,3
6557,2
11494,5
16099,3
16298,2
16299,2
18918,2
19962,28
1469,6
2946,34
11091,8
15418,10
16276,6
4399,38
5288,11
9938,12
13110,5
14161,6
15297,10
18605,5
21633,13
22320,4
22493,31
1471,1
1472,2
16945,2
8899,25
13612,21
13673,18
16613,44
22302,25
22647,19
22948,14
1474,7
4110,7
6194,17
8829,11
16234,17
1475,3
9193,6
21702,10
1476,9
9222,76
15292,40
18551,9
21301,10
18006,2
21638,2
1478,1
12411,3
1479,5
8668,8
15104,4
1480,9
4403,2
4488,13
5715,9
6768,9
7996,21
15309,7
20312,7
20719,7
13492,9
3411,11
6989,15
11302,35
19109,18
1795,6
1939,6
4244,19
15241,9
22867,13
2030,10
5094,2
18334,4
1487,2
1489,11
2408,11
2851,43
9005,11
9274,63
9548,11
13473,28
22602,35
1490,2
3561,9
11150,4
1491,1
5159,1
1492,1
19166,2
21451,3
1495,1
3105,7
